Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,,Price
Toyota Corolla Altis VL,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798,138.1,5,5,500000
Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,Manual,First,16.1,1197,85,5,4.75,475000
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198,74,5,5.35,535000
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197,81.86,5,5.98,598000
Maruti SX4 ZDI,Chennai,2011,80000,Diesel,Manual,Third,21.5,1248,88.8,5,3.5,350000
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,First,18.9,1197,81.86,5,4.77,477000
Maruti Baleno Delta 1.2,Delhi,2016,50003,Petrol,Manual,First,21.4,1197,83.1,5,5.45,545000
Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199,84,5,6.85,685000
Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248,74,5,7.3,730000
Tata Indica GLS BS IV,Pune,2007,108995,Petrol,Manual,First,15.3,1193,65.3,5,1.25,125000
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,Diesel,Manual,First,22.7,1598,118,5,8.25,825000
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298,88.2,5,2.71,271000
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,Petrol,Manual,First,19.1,1197,82,5,3.6,360000
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197,80,5,3,300000
Maruti Celerio VXI AT,Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998,67.04,5,4.65,465000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143,170,5,9.5,950000
Maruti Swift Dzire VXi,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298,85.8,5,2.95,295000
Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,Petrol,Manual,First,15.04,1598,103.6,5,3,300000
Maruti Swift ZDi,Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248,74,5,5.95,595000
Toyota Corolla Altis VL,Delhi,2008,89000,Petrol,Automatic,First,14.53,1798,138.1,5,4,400000
Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,Petrol,Manual,First,13.5,1799,130,5,2.5,250000
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499,110.4,5,11.37,1137000
Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Diesel,Manual,Second,19,1248,93,5,2.25,225000
Hyundai i10 Era,Jaipur,2013,46230,Petrol,Manual,First,19.81,1086,68.05,5,3.1,310000
Volvo XC60 D5 Inscription,Kochi,2014,86925,Diesel,Automatic,First,11.2,2400,215,5,17.18,1718000
Hyundai i20 1.2 Asta,Jaipur,2018,5000,Petrol,Manual,First,18.6,1197,81.83,5,6.5,650000
Honda City i DTEC S,Ahmedabad,2014,66000,Diesel,Manual,First,26,1498,98.6,5,5.7,570000
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494,100,8,8,800000
Renault KWID RXT,Chennai,2016,45000,Petrol,Manual,First,25.17,799,53.3,5,2.6,260000
Maruti A-Star Vxi,Hyderabad,2009,66149,Petrol,Manual,First,19,998,66.1,5,2.45,245000
Mercedes-Benz B Class B180,Kochi,2014,42070,Petrol,Automatic,First,14.8,1595,120.7,5,11.57,1157000
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,Petrol,Manual,First,18.9,998,67.1,5,2.3,230000
Maruti Swift VDI BSIV,Jaipur,2016,41460,Diesel,Manual,First,25.2,1248,74,5,5.9,590000
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,Petrol,Automatic,First,17,1591,121.3,5,7.2,720000
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,Diesel,Automatic,First,22,1582,126.2,5,5.9,590000
Honda City V MT,Chennai,2014,30000,Petrol,Manual,Second,16.8,1497,116.3,5,6,600000
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,Petrol,Manual,First,16,1086,66.7,5,1.95,195000
Toyota Etios GD SP,Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364,67.04,5,6.55,655000
Volvo S60 D4 Momentum,Hyderabad,2015,51000,Diesel,Automatic,First,27.03,1969,190,5,25,2500000
Ford Figo Diesel EXI,Kolkata,2012,36542,Diesel,Manual,First,20,1399,68.05,5,2.65,265000
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,Diesel,Automatic,First,13,2987,265,5,69.5,6950000
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,Diesel,Automatic,First,22.69,1995,190,5,14,1400000
Maruti Alto 800 VXI,Pune,2014,32000,Petrol,Manual,Second,22.74,796,47.3,5,2.1,210000
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393,147.8,7,20.4,2040000
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,Petrol,Manual,First,18.78,999,75,5,5.68,568000
Nissan Terrano XL,Mumbai,2014,28238,Petrol,Manual,First,13.24,1598,102.5,5,5.55,555000
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,Diesel,Manual,First,13.5,2477,175.56,7,12.75,1275000
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799,130.2,5,3.35,335000
Maruti Alto 800 LXI,Kolkata,2013,56840,Petrol,Manual,First,22.74,796,47.3,5,1.55,155000
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598,103.6,5,5.9,590000
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179,187.74,5,18.98,1898000
Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,Petrol,Manual,First,13.7,1997,153.86,5,11.51,1151000
Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20.77,1248,88.76,7,7.75,775000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,Diesel,Manual,First,12.99,2494,100.6,7,13.9,1390000
Tata Manza Aura Safire,Kolkata,2010,40000,Petrol,Manual,First,15,1368,90,5,1.35,135000
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Diesel,Automatic,Second,12.07,2967,241.4,7,38,3800000
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591,121.4,5,11.6,1160000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498,108.5,5,12.25,1225000
Honda City 1.5 S MT,Jaipur,2011,52000,Petrol,Manual,First,17,1497,118,5,3.8,380000
Ford Figo Diesel Titanium,Mumbai,2014,54000,Diesel,Manual,First,20,1399,68.05,5,3.25,325000
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,Petrol,Manual,First,18.7,1199,88.7,5,6.4,640000
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Petrol,Manual,Second,16.47,1198,73.9,5,3.95,395000
Honda City i-VTEC S,Delhi,2010,76752,Petrol,Manual,First,17.4,1497,117.3,5,3.57,357000
Honda City ZX GXi,Mumbai,2005,56000,Petrol,Manual,Second,17.7,1497,78,5,1.25,125000
Maruti Wagon R LXI CNG,Pune,2015,70000,CNG,Manual,First,26.2,998,58.2,5,3.65,365000
Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Petrol,Automatic,Second,12,2354,187.4,5,12.5,1250000
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12,1995,190,5,23,2300000
Ambassador Classic Nova Diesel,Chennai,2003,80000,Diesel,Manual,Third,12.8,1489,35.5,5,1.35,135000
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,Diesel,Manual,First,12.05,2179,120,8,6.32,632000
Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.54,1598,103.6,5,3.4,340000
Maruti Zen VX,Jaipur,1999,70000,Petrol,Manual,Second,17.3,993,60,5,0.77,77000
Maruti 800 DX BSII,Jaipur,2009,32000,Petrol,Manual,First,16.1,796,37,4,0.9,90000
Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,Petrol,Automatic,First,14.28,1798,138.03,5,18,1800000
BMW 3 Series 328i Sport Line,Pune,2013,49000,Petrol,Automatic,First,14.59,1997,245,5,19,1900000
Ford Ikon 1.3 Flair,Chennai,2007,40000,Petrol,Manual,Third,13.8,1299,70,5,1.1,110000
Chevrolet Beat LT,Pune,2012,78000,Petrol,Manual,Second,18.6,1199,79.4,5,2,200000
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364,86.79,5,6.5,650000
Mahindra XUV500 W4,Bangalore,2014,65213,Diesel,Manual,First,16,2179,140,7,9.45,945000
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,Diesel,Manual,First,24.4,1120,71,5,4,400000
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,Diesel,Automatic,First,13,2143,204,5,32.25,3225000
Hyundai i10 Sportz,Pune,2009,62500,Petrol,Manual,First,20.36,1197,78.9,5,2.1,210000
Toyota Corolla Altis VL AT,Mumbai,2015,68000,Petrol,Automatic,Second,14.28,1798,138.03,5,9.75,975000
Toyota Corolla 1.8 J,Kolkata,2014,40748,Petrol,Manual,First,14.53,1798,138,5,6.3,630000
Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,Diesel,Automatic,First,17.32,1968,184,5,21,2100000
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,Diesel,Manual,First,21.9,1396,88.8,5,4.65,465000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,Diesel,Automatic,Second,19.27,2143,167.62,5,17,1700000
Maruti Ritz VDi,Pune,2013,20248,Diesel,Manual,First,21.1,1248,73.9,5,4.35,435000
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,Diesel,Manual,First,19.67,1582,126.2,5,14.82,1482000
Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,Diesel,Automatic,First,13.6,1999,177,5,40,4000000
Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.95,2489,93.7,7,6.15,615000
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,Diesel,Manual,First,12.99,2494,100.6,7,11.25,1125000
Toyota Camry 2.5 Hybrid,Pune,2018,17585,Petrol,Automatic,First,19.16,2494,157.7,5,32,3200000
Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,Diesel,Automatic,First,13.22,2967,241.4,5,45.62,4562000
Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28.4,1248,74,5,6.24,624000
Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,Diesel,Manual,First,20.77,1248,88.76,7,4.8,480000
Maruti Swift VXi BSIV,Chennai,2014,54000,Petrol,Manual,Second,16.1,1197,85,5,4.5,450000
Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36,1197,78.9,5,3.87,387000
Hyundai i10 Sportz,Delhi,2013,62334,Petrol,Manual,First,20.36,1197,78.9,5,2.75,275000
Maruti Baleno Sigma 1.2,Kochi,2018,23714,Petrol,Manual,First,21.4,1197,83.1,5,6.57,657000
Hyundai Accent Executive,Jaipur,2010,52325,Petrol,Manual,First,16.36,1495,93.7,5,2,200000
Honda Brio S MT,Ahmedabad,2012,50000,Petrol,Manual,First,19.4,1198,86.8,5,3.65,365000
Maruti Swift ZDi,Hyderabad,2016,55746,Diesel,Manual,First,22.9,1248,74,5,6.95,695000
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14,1197,81.86,5,5.5,550000
Mahindra XUV500 W8 2WD,Kolkata,2013,43000,Diesel,Manual,First,16,2179,140,7,7,700000
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,40000,Diesel,Automatic,First,13,2143,201.1,5,24,2400000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,Diesel,Automatic,First,19.27,2143,170,5,32.5,3250000
Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,First,21.27,1396,88.76,5,6.45,645000
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,23000,Diesel,Automatic,First,19.3,1968,141,5,15.75,1575000
Honda City 1.5 S MT,Mumbai,2014,54546,Petrol,Manual,First,17,1497,118,5,5.5,550000
Toyota Fortuner 4x2 AT,Kochi,2015,51535,Diesel,Automatic,First,12.55,2982,168.5,7,19.03,1903000
Audi Q3 2.0 TDI Quattro,Kolkata,2013,45000,Diesel,Automatic,First,17.32,1968,184,5,15.25,1525000
Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,Petrol,Manual,First,20.92,998,67.1,5,2.4,240000
Tata Indigo eCS LX BSIV,Chennai,2011,124000,Diesel,Manual,First,23.03,1396,69,5,2.3,230000
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,77395,Diesel,Automatic,First,17.11,1968,174.33,5,14.35,1435000
Maruti Alto 800 2016-2019 CNG LXI,Mumbai,2018,10600,CNG,Manual,First,33.44,796,40.3,4,3.5,350000
Honda City i-VTEC CVT VX,Kochi,2018,22974,Petrol,Automatic,First,18,1497,117.3,5,11.97,1197000
Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,Diesel,Manual,First,14.24,2755,174.5,7,18.9,1890000
Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,First,18.9,1197,82,5,5.4,540000
Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.1,1196,73,7,2.95,295000
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,Petrol,Manual,First,16.47,1198,73.9,5,5.1,510000
Maruti Wagon R LXI Minor,Jaipur,2006,65000,Petrol,Manual,First,18.9,1061,67,5,1.5,150000
Honda City 1.5 V MT,Bangalore,2011,66000,Petrol,Manual,First,17,1497,118,5,4.9,490000
Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,Petrol,Manual,First,14.8,1799,130.2,5,2.9,290000
Honda City 1.5 EXI,Pune,2005,98437,Petrol,Manual,First,13,1493,100,5,1.15,115000
Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197,80,5,2.3,230000
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,Diesel,Manual,First,24,1120,70,5,5.99,599000
Volkswagen Vento Petrol Highline AT,Pune,2011,42000,Petrol,Automatic,Third,14.4,1598,103.6,5,3.4,340000
Hyundai i10 Sportz 1.2,Kolkata,2009,40000,Petrol,Manual,First,20.36,1197,78.9,5,1.7,170000
Hyundai i20 Asta,Kolkata,2009,43000,Petrol,Manual,First,17,1197,80,5,1.99,199000
Chevrolet Beat LS,Pune,2012,65000,Petrol,Manual,First,18.6,1199,79.4,5,2.5,250000
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,Diesel,Manual,First,22.07,1199,73.9,5,4.85,485000
Ford Figo Petrol LXI,Hyderabad,2010,51192,Petrol,Manual,First,15.6,1196,70,5,2.65,265000
Audi TT 2.0 TFSI,Kochi,2014,14262,Petrol,Automatic,First,9.9,1984,207.8,2,27.35,2735000
Honda City i DTEC VX,Jaipur,2015,66339,Diesel,Manual,Second,25.1,1498,98.6,5,6.9,690000
Ford Figo Diesel Titanium,Hyderabad,2013,90200,Diesel,Manual,First,20,1399,68.05,5,3.5,350000
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,57854,Diesel,Manual,First,12.99,2494,100.6,7,12.5,1250000
Maruti Ciaz 1.4 AT Alpha,Delhi,2017,32000,Petrol,Automatic,First,19.12,1373,91.1,5,9.2,920000
Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,First,18.9,1197,82,5,4.9,490000
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,2014,54173,Petrol,Manual,First,18.88,999,123.24,5,5.55,555000
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,2014,50000,Petrol,Automatic,First,14.7,1798,177.6,5,13.5,1350000
Fiat Linea Emotion (Diesel),Kolkata,2010,145000,Diesel,Manual,First,20.4,1248,91.7,5,2.6,260000
Maruti Swift Lxi BSIII,Jaipur,2015,78000,Petrol,Manual,First,16.1,1298,88.2,5,4.5,450000
Land Rover Discovery 4 TDV6 SE,Delhi,2013,65000,Diesel,Automatic,Second,11.8,2993,180,7,34,3400000
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,120000,Diesel,Manual,First,12.8,2494,102,7,12,1200000
Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,28.4,1248,74,5,5.25,525000
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,57456,Diesel,Automatic,First,17.68,1968,174.33,5,21.56,2156000
BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,Diesel,Automatic,First,22.48,1995,190,5,24.68,2468000
Hyundai i20 Magna Optional 1.2,Delhi,2013,63777,Petrol,Manual,First,18.5,1197,82.9,5,3.67,367000
BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,Diesel,Automatic,First,17.05,1995,190,5,29.5,2950000
Toyota Etios G,Delhi,2012,60000,Petrol,Manual,First,17.6,1496,88.73,5,3.1,310000
Tata Indigo LX,Ahmedabad,2015,78008,Diesel,Manual,First,17,1405,70,5,2.9,290000
Volkswagen Beetle 2.0,Mumbai,2009,27078,Petrol,Automatic,First,10.98,1984,114.4,4,15.95,1595000
Volkswagen Polo GT TDI,Hyderabad,2011,57275,Diesel,Manual,First,19.7,1598,103.6,5,4.5,450000
Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,Diesel,Manual,First,24,1120,70,5,3.49,349000
Maruti Swift VDI BSIV,Delhi,2014,57319,Diesel,Manual,First,25.2,1248,74,5,4.25,425000
Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,Diesel,Manual,Second,24,1396,88.76,5,1.9,190000
BMW 5 Series 2003-2012 525d,Mumbai,2011,89000,Diesel,Automatic,First,16.73,1995,218,5,16.57,1657000
Honda City 1.5 S MT,Bangalore,2012,72000,Petrol,Manual,First,17,1497,118,5,5.75,575000
Audi A4 2.0 TDI,Delhi,2013,36000,Diesel,Automatic,Second,16.55,1968,147.51,5,14,1400000
Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,Diesel,Manual,Second,19.5,1248,75,5,2.5,250000
Honda City 1.3 EXI,Ahmedabad,2002,85000,Petrol,Manual,First,13,1343,90,5,1.2,120000
BMW 3 Series 320d Luxury Line,Kochi,2013,37613,Diesel,Automatic,First,22.69,1995,190,5,13.95,1395000
Ford Fiesta 1.4 Duratec EXI,Chennai,2007,100000,Petrol,Manual,First,16.6,1388,68,5,1.6,160000
Tata Nano XTA,Coimbatore,2016,5240,Petrol,Automatic,First,21.9,624,37.48,4,3.6,360000
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2018,20000,CNG,Manual,First,15.1,1196,73,5,4.5,450000
Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.89,1197,81.8,5,6.06,606000
Maruti Swift Dzire ZXi,Coimbatore,2013,59254,Petrol,Manual,Second,17.5,1298,85.8,5,5.29,529000
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5,5.75,575000
Maruti Swift Dzire VXI,Coimbatore,2014,47674,Petrol,Manual,First,19.1,1197,85.8,5,5.72,572000
Hyundai i10 Sportz AT,Kochi,2014,61517,Petrol,Automatic,First,16.95,1197,78.9,5,4.39,439000
Mahindra XUV500 W6 2WD,Coimbatore,2016,62946,Diesel,Manual,First,15.1,2179,140,7,11.05,1105000
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,Diesel,Manual,Second,22.54,1396,88.73,5,4.83,483000
Maruti Wagon R CNG LXI,Pune,2013,79494,CNG,Manual,First,33.54,998,67.04,5,2.96,296000
Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,Diesel,Manual,Second,21.27,1396,88.76,5,4.5,450000
BMW 7 Series 730Ld,Mumbai,2011,55000,Diesel,Automatic,Second,16.46,2993,258,5,19.5,1950000
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,24000,Petrol,Automatic,First,14.3,1598,103.52,5,8.75,875000
Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,14.75,2967,245,7,67,6700000
Honda City i VTEC VX,Kochi,2016,54317,Petrol,Manual,First,17.4,1497,117.3,5,8.4,840000
Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,Petrol,Manual,First,19.1,1197,82,5,4.99,499000
Honda City i DTec E,Coimbatore,2016,24337,Diesel,Manual,First,26,1498,98.6,5,8.18,818000
Honda Brio S Option MT,Pune,2012,79000,Petrol,Manual,First,18.4,1198,86.8,5,2.9,290000
Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,40500,Diesel,Manual,First,28.09,1248,88.5,5,7.1,710000
Maruti Swift Dzire VDI Optional,Pune,2016,23000,Diesel,Manual,First,26.59,1248,74,5,7.05,705000
Honda CR-V 2.4L 4WD AT,Pune,2015,63050,Petrol,Automatic,First,11.1,2354,158.8,5,17.5,1750000
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2008,78000,Petrol,Automatic,Second,14.53,1794,138.1,5,3.41,341000
Honda City 1.5 V MT,Coimbatore,2012,66245,Petrol,Manual,First,17,1497,118,5,5.68,568000
Mahindra Scorpio LX BS IV,Bangalore,2007,74112,Diesel,Manual,First,12.05,2179,120,9,4.1,410000
Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,Petrol,Manual,First,13.4,1798,157.8,5,4,400000
BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,Diesel,Automatic,First,18.88,1995,184,5,30,3000000
Maruti SX4 Zxi BSIII,Chennai,2007,62493,Petrol,Manual,First,15,1586,104.68,5,1.8,180000
Maruti Ciaz VXi Plus,Kochi,2015,44620,Petrol,Manual,First,20.73,1373,91.1,5,6.93,693000
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,66538,Diesel,Automatic,First,10.2,4367,308,7,70,7000000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,Diesel,Manual,First,12.99,2494,100,7,7.9,790000
Hyundai Santa Fe 4WD AT,Chennai,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7,14.4,1440000
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,Petrol,Automatic,Second,11.74,1796,186,5,13.5,1350000
Maruti Wagon R LXI CNG,Mumbai,2014,40000,CNG,Manual,Second,26.6,998,58.16,5,3.15,315000
Maruti Alto LXi,Coimbatore,2012,49008,Petrol,Manual,First,19.7,796,46.3,5,2.88,288000
Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,Petrol,Manual,First,24.7,796,47.3,5,2.15,215000
Nissan Sunny 2011-2014 XV,Pune,2013,8000,Petrol,Manual,First,16.95,1498,97.7,5,3.75,375000
Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,Petrol,Manual,First,24.7,796,47.3,5,3.6,360000
Maruti Alto K10 VXI,Kolkata,2018,2100,Petrol,Manual,First,24.07,998,67.1,5,3.6,360000
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.9,1197,81.86,5,7.55,755000
Honda Mobilio S i DTEC,Kolkata,2015,50000,Diesel,Manual,First,24.2,1498,98.6,7,4.7,470000
Tata Manza Aqua Quadrajet,Jaipur,2010,100030,Diesel,Manual,Second,18.8,1248,90,5,1.6,160000
Chevrolet Optra Magnum 2.0 LT,Pune,2011,75372,Diesel,Manual,First,16.52,1991,123.7,5,3.34,334000
Honda City i VTEC CVT VX,Kochi,2016,60475,Petrol,Automatic,First,18,1497,117.3,5,9.1,910000
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.9,1197,81.86,5,6.17,617000
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,Diesel,Manual,First,22,1582,126.2,5,2.5,250000
Nissan Micra XL,Kolkata,2016,31001,Petrol,Manual,First,18.44,1198,75,5,3,300000
Hyundai Verna 1.6 SX,Jaipur,2012,65900,Diesel,Manual,First,22.32,1582,126.32,5,5.75,575000
Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,First,15.29,1591,121.3,5,10.75,1075000
Maruti Wagon R VXI BS IV,Jaipur,2013,62700,Petrol,Manual,Second,20.51,998,67.04,5,2.85,285000
Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,Petrol,Automatic,First,10.2,2354,180,5,6.5,650000
Honda City 1.5 S AT,Bangalore,2016,36000,Petrol,Automatic,First,16.8,1497,118,5,9.45,945000
Maruti Baleno Alpha 1.3,Delhi,2016,46000,Diesel,Manual,First,27.39,1248,74,5,6.75,675000
Honda City i DTec V,Coimbatore,2017,73003,Diesel,Manual,First,26,1498,98.6,5,7.75,775000
Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,Diesel,Manual,First,22.54,1396,88.76,5,4.4,440000
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,Diesel,Automatic,First,13,2987,265,5,42,4200000
Nissan Terrano XV 110 PS,Kochi,2014,103788,Diesel,Manual,First,19.01,1461,108.5,5,5.67,567000
Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,Diesel,Automatic,First,19.6,1461,108.45,5,11.5,1150000
Maruti Wagon R LXI Minor,Pune,2009,120000,Petrol,Manual,First,18.9,998,67.1,5,1.69,169000
Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,Diesel,Manual,Second,17.1,1493,110,5,1.8,180000
Maruti Ritz LXi,Mumbai,2016,62000,Petrol,Manual,First,18.5,1197,85.8,5,3.2,320000
BMW 5 Series 520d Sport Line,Kochi,2019,18373,Diesel,Automatic,First,22.48,1995,187.74,5,45.86,4586000
Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,Petrol,Manual,First,16.47,1198,74,5,5.1,510000
Ford Figo Petrol ZXI,Mumbai,2010,69009,Petrol,Manual,Second,15.6,1196,70,5,2.4,240000
BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,Diesel,Automatic,First,18.88,1995,184,5,22,2200000
Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,Diesel,Manual,First,22.32,1582,126.32,5,4.28,428000
Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,Diesel,Manual,First,20.45,1461,83.8,5,5.67,567000
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,First,18.9,1197,81.86,5,6.2,620000
BMW X1 sDrive20d,Bangalore,2013,49000,Diesel,Automatic,Second,17.05,1995,184,5,14.49,1449000
